%similitud por coseno aplicado sobre un conjunto de noticias
@RELATION noticias-simcosdense

@ATTRIBUTE noticia_0 numeric
@ATTRIBUTE noticia_1 numeric
@ATTRIBUTE noticia_2 numeric
@ATTRIBUTE noticia_3 numeric
@ATTRIBUTE noticia_4 numeric
@ATTRIBUTE noticia_5 numeric
@ATTRIBUTE noticia_6 numeric
@ATTRIBUTE noticia_7 numeric
@ATTRIBUTE noticia_8 numeric
@ATTRIBUTE noticia_9 numeric
@ATTRIBUTE noticia_10 numeric
@ATTRIBUTE noticia_11 numeric
@ATTRIBUTE noticia_12 numeric
@ATTRIBUTE noticia_13 numeric
@ATTRIBUTE noticia_14 numeric
@ATTRIBUTE noticia_15 numeric
@ATTRIBUTE noticia_16 numeric
@ATTRIBUTE noticia_17 numeric
@ATTRIBUTE noticia_18 numeric
@ATTRIBUTE noticia_19 numeric
@ATTRIBUTE noticia_20 numeric
@ATTRIBUTE noticia_21 numeric
@ATTRIBUTE noticia_22 numeric
@ATTRIBUTE noticia_23 numeric
@ATTRIBUTE noticia_24 numeric
@ATTRIBUTE noticia_25 numeric
@ATTRIBUTE noticia_26 numeric
@ATTRIBUTE noticia_27 numeric
@ATTRIBUTE noticia_28 numeric
@ATTRIBUTE noticia_29 numeric
@ATTRIBUTE noticia_30 numeric
@ATTRIBUTE noticia_31 numeric
@ATTRIBUTE noticia_32 numeric
@ATTRIBUTE noticia_33 numeric
@ATTRIBUTE noticia_34 numeric
@ATTRIBUTE noticia_35 numeric
@ATTRIBUTE noticia_36 numeric
@ATTRIBUTE noticia_37 numeric
@ATTRIBUTE noticia_38 numeric
@ATTRIBUTE noticia_39 numeric
@ATTRIBUTE noticia_40 numeric
@ATTRIBUTE noticia_41 numeric
@ATTRIBUTE noticia_42 numeric
@ATTRIBUTE noticia_43 numeric
@ATTRIBUTE noticia_44 numeric
@ATTRIBUTE noticia_45 numeric
@ATTRIBUTE noticia_46 numeric
@ATTRIBUTE noticia_47 numeric
@ATTRIBUTE noticia_48 numeric
@ATTRIBUTE noticia_49 numeric
@ATTRIBUTE noticia_50 numeric
@ATTRIBUTE noticia_51 numeric
@ATTRIBUTE noticia_52 numeric
@ATTRIBUTE noticia_53 numeric
@ATTRIBUTE noticia_54 numeric
@ATTRIBUTE noticia_55 numeric
@ATTRIBUTE noticia_56 numeric
@ATTRIBUTE noticia_57 numeric
@ATTRIBUTE noticia_58 numeric
@ATTRIBUTE noticia_59 numeric
@ATTRIBUTE noticia_60 numeric
@ATTRIBUTE noticia_61 numeric
@ATTRIBUTE noticia_62 numeric
@ATTRIBUTE noticia_63 numeric
@ATTRIBUTE noticia_64 numeric
@ATTRIBUTE noticia_65 numeric
@ATTRIBUTE noticia_66 numeric
@ATTRIBUTE noticia_67 numeric
@ATTRIBUTE noticia_68 numeric
@ATTRIBUTE noticia_69 numeric
@ATTRIBUTE noticia_70 numeric
@ATTRIBUTE noticia_71 numeric
@ATTRIBUTE noticia_72 numeric
@ATTRIBUTE noticia_73 numeric
@ATTRIBUTE noticia_74 numeric
@ATTRIBUTE noticia_75 numeric
@ATTRIBUTE noticia_76 numeric
@ATTRIBUTE noticia_77 numeric
@ATTRIBUTE noticia_78 numeric
@ATTRIBUTE noticia_79 numeric
@ATTRIBUTE noticia_80 numeric
@ATTRIBUTE noticia_81 numeric
@ATTRIBUTE noticia_82 numeric
@ATTRIBUTE noticia_83 numeric
@ATTRIBUTE noticia_84 numeric
@ATTRIBUTE noticia_85 numeric
@ATTRIBUTE noticia_86 numeric
@ATTRIBUTE noticia_87 numeric
@ATTRIBUTE noticia_88 numeric
@ATTRIBUTE noticia_89 numeric
@ATTRIBUTE noticia_90 numeric
@ATTRIBUTE noticia_91 numeric
@ATTRIBUTE noticia_92 numeric
@ATTRIBUTE noticia_93 numeric
@ATTRIBUTE noticia_94 numeric
@ATTRIBUTE noticia_95 numeric
@ATTRIBUTE noticia_96 numeric
@ATTRIBUTE noticia_97 numeric
@ATTRIBUTE noticia_98 numeric
@ATTRIBUTE noticia_99 numeric
@ATTRIBUTE noticia_100 numeric
@ATTRIBUTE noticia_101 numeric
@ATTRIBUTE noticia_102 numeric
@ATTRIBUTE noticia_103 numeric
@ATTRIBUTE noticia_104 numeric
@ATTRIBUTE noticia_105 numeric
@ATTRIBUTE noticia_106 numeric
@ATTRIBUTE noticia_107 numeric
@ATTRIBUTE noticia_108 numeric
@ATTRIBUTE noticia_109 numeric
@ATTRIBUTE noticia_110 numeric
@ATTRIBUTE noticia_111 numeric
@ATTRIBUTE noticia_112 numeric
@ATTRIBUTE noticia_113 numeric
@ATTRIBUTE noticia_114 numeric
@ATTRIBUTE noticia_115 numeric
@ATTRIBUTE noticia_116 numeric
@ATTRIBUTE noticia_117 numeric
@ATTRIBUTE noticia_118 numeric
@ATTRIBUTE noticia_119 numeric
@ATTRIBUTE noticia_120 numeric
@ATTRIBUTE noticia_121 numeric
@ATTRIBUTE noticia_122 numeric
@ATTRIBUTE noticia_123 numeric
@ATTRIBUTE noticia_124 numeric
@ATTRIBUTE noticia_125 numeric
@ATTRIBUTE noticia_126 numeric
@ATTRIBUTE noticia_127 numeric


@DATA
1.0, 0.58423227724, 0.0435276586445, 0.0656034063631, 0.036881792422, 0.0426482213508, 0.131070717521, 0.00709678108602, 0.230797361841, 0.314253649223, 0.057413721375, 0.32891642359, 0.0386269651968, 0.0541964359328, 0.0660973244227, 0.0, 0.00987114513653, 0.386303093781, 0.305410256606, 0.485941500561, 0.0614599270559, 0.0400423387315, 0.661367204052, 0.461927971492, 0.130876166635, 0.14971783615, 0.132248533268, 0.0886989571187, 0.294227506862, 0.0106811458728, 0.057055808857, 0.0692600991949, 0.0771785974354, 0.0418797219847, 0.35722779368, 0.501033414812, 0.326430456661, 0.0648162539651, 0.0326753877342, 0.21858696134, 0.0733804813276, 0.0496735378891, 0.424021442977, 0.325750840155, 0.116796964357, 0.034766984954, 0.310782549704, 0.122358512477, 0.0815923086556, 0.104818213921, 0.0264202867325, 0.0124912201964, 0.0348221269156, 0.0164414262989, 0.0318831392764, 0.0429371096751, 0.0309141927715, 0.0603251846513, 0.084369560612, 0.0820022597751, 0.0953643220599, 0.0864099025562, 0.307753749895, 0.169387001135, 0.307640029492, 0.291992410891, 0.089996096504, 0.0101494079294, 0.0753490719891, 0.0763097919987, 0.218377932715, 0.0650787134677, 0.0310806086692, 0.188390008339, 0.0441766435226, 0.0274120788387, 0.0557008657589, 0.019635189896, 0.0308338122247, 0.0485794457838, 0.0347292264559, 0.0459515553801, 0.0535556647595, 0.0510226226494, 0.0, 0.130184921975, 0.0315190917347, 0.055683592955, 0.0191275929733, 0.224272639508, 0.00973308036305, 0.095804266368, 0.0809989021717, 0.0237704401211, 0.0561939656765, 0.0128756550656, 0.0864058619725, 0.0528663430707, 0.00694461189949, 0.0109527718538, 0.26208740391, 0.0445457950828, 0.0694274481735, 0.0457462333423, 0.00975244969636, 0.0187171797068, 0.0211238798498, 0.0563596163882, 0.0244298378244, 0.0624312664017, 0.0300201497721, 0.0945285309821, 0.0691325908971, 0.0360969836494, 0.0, 0.00824701949875, 0.0320223633396, 0.0755371763849, 0.0183367095229, 0.203410223256, 0.533188393661, 0.16235900391, 0.350199674893, 0.0409115098243, 0.00776431214231, 0.0669465754065, 0.0321299247869, 0.142032080266
0.58423227724, 1.0, 0.0242714156989, 0.0419157888235, 0.0308484309794, 0.0148631459493, 0.146172432425, 0.0230838372771, 0.198518411017, 0.204103909877, 0.045020263679, 0.240175531225, 0.0287183263447, 0.0107930079639, 0.0263260465974, 0.0403457654802, 0.0412817977972, 0.321219615413, 0.250127417399, 0.482797414856, 0.102811831708, 0.0248088553647, 0.626933357465, 0.433500762039, 0.11359741439, 0.138199894699, 0.0582181396686, 0.0438752208044, 0.203604500003, 0.00744487929324, 0.0132561810308, 0.0417514129973, 0.0403457654802, 0.0518944696213, 0.253164853324, 0.468193029437, 0.216893671863, 0.0864268296809, 0.0483971177745, 0.107062083601, 0.0472126376818, 0.0346230168612, 0.508048997526, 0.209586474666, 0.0542725354129, 0.024232981129, 0.453868269369, 0.0823443937591, 0.0426530704029, 0.0270590662194, 0.0478796193489, 0.0, 0.0, 0.0114598597998, 0.0277786351563, 0.0427537861757, 0.0246257616789, 0.0280315566275, 0.0765418411767, 0.0201728827401, 0.110783349007, 0.0708572681059, 0.211353312028, 0.0951565857114, 0.207200645185, 0.192969014802, 0.0878196137976, 0.0318341337382, 0.111340606644, 0.136771165988, 0.196704590101, 0.0640384915861, 0.0236329475226, 0.174426667614, 0.0722933673164, 0.0305704456148, 0.129413774839, 0.0164231389122, 0.0429830306404, 0.0369386425183, 0.0242066630294, 0.0291170482008, 0.0388220592551, 0.0556643647942, 0.0100534251068, 0.0907403607665, 0.0307568280284, 0.0776241862248, 0.0666607415307, 0.247025086261, 0.0361816902753, 0.125334645812, 0.0564571495168, 0.0717958158618, 0.0470013943954, 0.0179489539654, 0.0624564490227, 0.0696026053538, 0.0, 0.0407157635701, 0.159037213369, 0.00887112063392, 0.029779517173, 0.0478284618629, 0.0181268468551, 0.0521843424987, 0.0343550265397, 0.0392832890796, 0.0, 0.0533413326704, 0.0236536508025, 0.0932066416565, 0.130102730698, 0.0107828593882, 0.0, 0.0344895943346, 0.0350742053661, 0.0574366526894, 0.0255617872199, 0.198714186115, 0.517503205726, 0.0961911503287, 0.253638669453, 0.0570315687048, 0.0, 0.0266642966123, 0.0597197877674, 0.0640575060419
0.0435276586445, 0.0242714156989, 1.0, 0.0493417434418, 0.326822867641, 0.262445329584, 0.120448213024, 0.0465830646997, 0.104756985323, 0.0937614461877, 0.18843099886, 0.0385535328703, 0.321158616797, 0.362096398011, 0.0154950327013, 0.0395779741788, 0.0107989849431, 0.0389249472081, 0.0375882008274, 0.0220283555266, 0.0268947449441, 0.248234705638, 0.0, 0.0693613477635, 0.0364698404313, 0.0298807152334, 0.0742433016563, 0.0187812056606, 0.0347356258985, 0.052583048205, 0.21326415951, 0.316391834864, 0.0277045819252, 0.0649063016073, 0.0360239683784, 0.0632455532034, 0.0150187852297, 0.161856741566, 0.0469175645322, 0.0678620892538, 0.0741026685836, 0.216011873674, 0.0287527316393, 0.070490737685, 0.0255550626, 0.114104739169, 0.0161902192049, 0.0207713202971, 0.351467511677, 0.0700764888227, 0.151744244667, 0.163984012338, 0.171428571429, 0.141646370471, 0.124259999503, 0.211378454588, 0.231908414261, 0.283780476575, 0.109880821963, 0.142480707044, 0.0652050663697, 0.0305838870921, 0.0111401838195, 0.0414869906823, 0.0453784316521, 0.01064794275, 0.0295365880344, 0.0374739854287, 0.0692424764718, 0.0178891162809, 0.0441054277136, 0.0251279284086, 0.102006105796, 0.0807472552167, 0.0189113611033, 0.0899660442262, 0.0355462783725, 0.0451096854448, 0.0758970925899, 0.188425586587, 0.0712380102048, 0.0342755310692, 0.0105461347882, 0.0800874157973, 0.0, 0.0631186963233, 0.0568948604633, 0.051399208839, 0.086317662829, 0.0908715484376, 0.026619856875, 0.099165819887, 0.0664593048372, 0.0260047462993, 0.170595695012, 0.0, 0.0367607311047, 0.0843434712246, 0.102564518814, 0.0119822793302, 0.0303588370359, 0.208855216923, 0.0701107309399, 0.131371163666, 0.0480110971805, 0.0351025781048, 0.0577735554697, 0.269750019027, 0.21380899353, 0.145411844878, 0.081390791615, 0.0567514508063, 0.0567230395651, 0.291943375467, 0.0, 0.0947330933431, 0.0788226981997, 0.0169030850946, 0.120361628143, 0.147185063577, 0.0298620572764, 0.0666074863029, 0.041736181962, 0.0513389042949, 0.0509647191438, 0.0, 0.048331225268, 0.0754061683522
0.0656034063631, 0.0419157888235, 0.0493417434418, 1.0, 0.0304059449434, 0.0146499508426, 0.0189099426252, 0.0438802565182, 0.0607254479243, 0.0920013424934, 0.0628638730834, 0.0645628591206, 0.0212297956974, 0.0319145832225, 0.058383965424, 0.0596505762988, 0.0576436805408, 0.0384124951725, 0.0865511435444, 0.0276669900649, 0.0380014168694, 0.0458493754613, 0.0514950586492, 0.0715594781826, 0.0839759904631, 0.0813135510461, 0.125525456774, 0.572025050735, 0.137424928463, 0.0330214089408, 0.0228655630488, 0.0443675778219, 0.0869904237691, 0.227777797252, 0.141905033198, 0.0567390156363, 0.0440140597974, 0.0319451752667, 0.029463565499, 0.103497044646, 0.0494438896058, 0.0332732289214, 0.0180563079174, 0.13649048432, 0.0842531396999, 0.0, 0.050836140872, 0.0260881894521, 0.0105103150238, 0.104016643995, 0.0353946300576, 0.0, 0.00897122608033, 0.0, 0.028749190982, 0.0284448585692, 0.0136532997186, 0.0331553705818, 0.0483025190904, 0.0596505762988, 0.0818957148779, 0.0401585176804, 0.0816185712239, 0.075554402079, 0.146047185816, 0.131506223341, 0.0231856982786, 0.0392218861314, 0.0698838649639, 0.0337023343719, 0.048470771015, 0.0710099229055, 0.0291174493486, 0.0434641129149, 0.0494836113172, 0.0282487002807, 0.0382672439513, 0.0202344593269, 0.0603722445797, 0.0273065994372, 0.0469732836869, 0.185111110023, 0.108172778315, 0.0548659221071, 0.0520234051803, 0.042686696363, 0.0227367419502, 0.0394508578434, 0.0394227409145, 0.0427995332784, 0.0234036499166, 0.085058166815, 0.0730371274824, 0.0408265301873, 0.0955498753114, 0.0265372446217, 0.0659577659236, 0.0438865322278, 0.0, 0.0300988063121, 0.108034542932, 0.0295105760628, 0.0715463860383, 0.044785295568, 0.030150288502, 0.0413323527987, 0.0616776556824, 0.0266198724645, 0.0419590679148, 0.0560351725329, 0.0887739312908, 0.197203057017, 0.0926152885661, 0.0292275263544, 0.0, 0.0169974399534, 0.0612851413036, 0.0389212921118, 0.0314939151761, 0.082526905062, 0.0712612050352, 0.217508497849, 0.106855055881, 0.0545601763388, 0.0880140833801, 0.108412537515, 0.0827763392817, 0.133452195598
0.036881792422, 0.0308484309794, 0.326822867641, 0.0304059449434, 1.0, 0.523816183774, 0.145797149566, 0.0197353473186, 0.0955904238798, 0.094341902023, 0.25944925488, 0.0381116439721, 0.390282606351, 0.409081324506, 0.00656461428731, 0.0268281212195, 0.0457509010872, 0.0188467598064, 0.031849179662, 0.0746601366789, 0.0284855202174, 0.346432256112, 0.020435417314, 0.0335835178956, 0.02746806414, 0.00562632981713, 0.0871030057709, 0.0318273277351, 0.0206024980151, 0.00742576532257, 0.348183207854, 0.296715070986, 0.0201210909146, 0.0582313903274, 0.0221991101804, 0.0650725151998, 0.0127256952595, 0.239022781479, 0.0653103441875, 0.0164288019363, 0.0863342773967, 0.369515145905, 0.00487254455171, 0.0298640546716, 0.0433065569569, 0.153081514286, 0.0342956824796, 0.00586664163572, 0.198536627245, 0.026989594818, 0.146943671674, 0.234472547574, 0.205777361107, 0.234323974385, 0.205034140877, 0.311301347288, 0.337734891167, 0.503272592204, 0.0875178147738, 0.160968727317, 0.0497245158099, 0.035337674637, 0.00943928435317, 0.038667966273, 0.024031241697, 0.0360887974641, 0.0187701741145, 0.0211682685576, 0.0733380430841, 0.0121262239933, 0.042042765228, 0.0159685198174, 0.0510732567206, 0.0566897359717, 0.016023946988, 0.0952873721993, 0.0344217381679, 0.0109206494485, 0.0342981408634, 0.245625375395, 0.015090321802, 0.0174253758839, 0.0238291615784, 0.0524369270749, 0.0, 0.0123419173794, 0.0219127592853, 0.0387124470093, 0.0731385565396, 0.103946150166, 0.0811997942941, 0.073778082404, 0.0457536637393, 0.0110171519083, 0.0586009038673, 0.0, 0.0133491639514, 0.00816751855776, 0.241402274793, 0.0507640374833, 0.0257236056475, 0.322964590077, 0.0222772959677, 0.0763290674395, 0.0904015400938, 0.0223072990735, 0.0293715630016, 0.463658793207, 0.260423717853, 0.0896073839527, 0.0598897262418, 0.0192346227063, 0.048062483394, 0.455302429202, 0.0, 0.183472244308, 0.0731486896295, 0.0381927932821, 0.10198463972, 0.151436769886, 0.055665884877, 0.0959441893298, 0.0544059092379, 0.0468465907827, 0.0431833517088, 0.0132979193708, 0.074458079105, 0.0348507517679
0.0426482213508, 0.0148631459493, 0.262445329584, 0.0146499508426, 0.523816183774, 1.0, 0.122931942641, 0.00633915217607, 0.065795169496, 0.0861253877645, 0.177892839171, 0.0104929425904, 0.324330812891, 0.58092724115, 0.006325820611, 0.0193891683582, 0.0529040057013, 0.00908059608805, 0.0153453187294, 0.0323749385476, 0.0219594672917, 0.286140407183, 0.0275688851979, 0.0323618875986, 0.0165430555662, 0.0162650012158, 0.0839345565589, 0.0268358828633, 0.0141807598913, 0.0214669395371, 0.276058895362, 0.30097031231, 0.0161576402985, 0.0218217890236, 0.0213915978272, 0.0627054446529, 0.0122627867897, 0.211448761742, 0.0492531827477, 0.0395779741788, 0.0983199352462, 0.292845663281, 0.0234765070758, 0.0287777231534, 0.0312984318574, 0.209623791149, 0.0, 0.0, 0.204980015423, 0.052015648661, 0.116818733692, 0.175733755839, 0.163299316186, 0.26435149072, 0.0854382018865, 0.246556836361, 0.319532221124, 0.290979362751, 0.0825399302069, 0.116335010149, 0.03194382825, 0.0295119372862, 0.0181918439991, 0.033873986045, 0.0231570839324, 0.0579600589953, 0.0241165231424, 0.0305973809763, 0.0524979420589, 0.0146064022792, 0.0405134222946, 0.0, 0.0359651158116, 0.05086017602, 0.0308821233631, 0.0881483610124, 0.0290234147559, 0.0157851016853, 0.0206565722007, 0.24260779752, 0.0174496775293, 0.0167915123565, 0.0229623546576, 0.0356678733676, 0.00966285059421, 0.0317145844558, 0.0253387958403, 0.00466303091994, 0.0832922723142, 0.0741963086029, 0.0347760353972, 0.0572704398438, 0.0610467695667, 0.00530819661033, 0.0564692439316, 0.0, 0.012863576254, 0.0432872979807, 0.148877473664, 0.0244587252621, 0.0206565722007, 0.191845766842, 0.0214669395371, 0.0582290860958, 0.0740461382007, 0.0143305675022, 0.0188687642036, 0.468817789541, 0.207306995724, 0.089046205627, 0.024483532711, 0.00617831540614, 0.0370513342918, 0.328191636955, 0.0, 0.232047740446, 0.0643584635795, 0.0184017482491, 0.0655165719023, 0.124468104787, 0.0365734014984, 0.0815771772457, 0.0393201344688, 0.0419180398253, 0.0104031297322, 0.0, 0.0645746403001, 0.0391801954985
0.131070717521, 0.146172432425, 0.120448213024, 0.0189099426252, 0.145797149566, 0.122931942641, 1.0, 0.0607841747529, 0.174707884855, 0.067054554448, 0.14894366216, 0.0464370413999, 0.111977051683, 0.0803413285739, 0.0186634899963, 0.0810406365043, 0.0422733492634, 0.0502332892851, 0.0452743162046, 0.106131042361, 0.0485913595238, 0.228642674801, 0.122007478098, 0.193942598364, 0.0805333303358, 0.0679825986818, 0.130697682505, 0.0197939232773, 0.0209192203388, 0.0, 0.140966818437, 0.110996595509, 0.109643214094, 0.0735797462834, 0.0493070751956, 0.163238868537, 0.0180898584271, 0.130897385502, 0.0827487889648, 0.0116769534039, 0.0641522757056, 0.117818464193, 0.0865803786379, 0.0106131042361, 0.0153903081195, 0.0458123731018, 0.151131430307, 0.0250186841194, 0.0856752110952, 0.0498762009537, 0.0783313847435, 0.0678960605492, 0.0688275502995, 0.0731187951624, 0.0393865655014, 0.121238843461, 0.0916550055849, 0.0596177638859, 0.549250369019, 0.0572051551795, 0.369130185044, 0.15739763976, 0.0559089680758, 0.0674599575343, 0.0307448493881, 0.0213754279437, 0.0800466580705, 0.0401215518203, 0.123612678961, 0.0603319384812, 0.122849711408, 0.0870151546223, 0.0698093929585, 0.383476868129, 0.0721315889404, 0.0812718694493, 0.0856297141926, 0.0388098642994, 0.0944639148205, 0.0785614333585, 0.0536280689286, 0.0247705588064, 0.0190539463433, 0.0898867797407, 0.00712723797, 0.0614050837661, 0.0218046317779, 0.0584700158577, 0.0378065754188, 0.216169983575, 0.0384757702986, 0.119443457985, 0.200122612662, 0.0352375337464, 0.0527582413056, 0.025449329928, 0.0506030213831, 0.133518553687, 0.0754949128437, 0.0288648826656, 0.0365666767047, 0.0880468318069, 0.385289996659, 0.0655541764698, 0.0449777289167, 0.0977734898718, 0.0313142468237, 0.106755839767, 0.0885256322472, 0.143301247103, 0.0412773701333, 0.0706346453069, 0.0649057931527, 0.127406006809, 0.0, 0.0733527759049, 0.135629330627, 0.033932439904, 0.114770632293, 0.172533159838, 0.163655830345, 0.0481365161953, 0.0444700447396, 0.0761068219192, 0.0613860934815, 0.0, 0.108489908359, 0.0866969558225
0.00709678108602, 0.0230838372771, 0.0465830646997, 0.0438802565182, 0.0197353473186, 0.00633915217607, 0.0607841747529, 1.0, 0.0350351897184, 0.0191086678742, 0.0448028101204, 0.0279368711393, 0.0344486409131, 0.0310718209349, 0.0800001772859, 0.0473206921843, 0.0410824015009, 0.0453310833557, 0.0136186834863, 0.0383095369336, 0.0146164625111, 0.0198393954593, 0.0104858015156, 0.0457734087991, 0.0792809236986, 0.0342828506855, 0.0248301165867, 0.030621014145, 0.0566332168016, 0.152412060058, 0.0480571251517, 0.0434046478824, 0.0881885627071, 0.0539493401362, 0.0338163956078, 0.0147308584842, 0.00544149700939, 0.0955039188165, 0.122027320215, 0.00526870682395, 0.0377554778677, 0.044300292837, 0.0218767091847, 0.0191547684668, 0.0243046764961, 0.0465092989136, 0.0263966510054, 0.0, 0.0227394914393, 0.0138488747208, 0.0259186105461, 0.0222800604147, 0.0582288308746, 0.0146629378669, 0.0924114833816, 0.0328221874206, 0.0118157863534, 0.0609730368913, 0.0680771863355, 0.038716929969, 0.0673301821307, 0.149592575074, 0.00807246072314, 0.0586219321915, 0.0123308874361, 0.0270051961067, 0.0441436120579, 0.169716272423, 0.0564467183254, 0.0466664722234, 0.0359549048738, 0.0580390724436, 0.0529172941539, 0.0915287289427, 0.0582405276569, 0.0440043876192, 0.0165585458526, 0.0665426675292, 0.222737708002, 0.0433245499623, 0.0638808331402, 0.0596086131728, 0.0496729848941, 0.0553954988831, 0.038590196634, 0.0422191511839, 0.0646521593232, 0.0713865851868, 0.0255878080964, 0.0296315265416, 0.0405077941601, 0.0814975750751, 0.0474056333623, 0.0565311030369, 0.0150346194831, 0.0, 0.117015880223, 0.0864375022952, 0.0309670252875, 0.0423279897411, 0.0274984824694, 0.065266153722, 0.0428658918912, 0.091795071251, 0.0202942033828, 0.131155517039, 0.0376777698133, 0.0293201593745, 0.0363120558609, 0.0628622612737, 0.0535456696837, 0.0390673683474, 0.0339099404493, 0.0390906869714, 0.0, 0.00735492969401, 0.0428376999172, 0.036745216974, 0.00545106869138, 0.121414200802, 0.048687315116, 0.0289592878767, 0.0697917684748, 0.0944345177073, 0.0761688109643, 0.0170585387309, 0.059696652105, 0.0223532299398
0.230797361841, 0.198518411017, 0.104756985323, 0.0607254479243, 0.0955904238798, 0.065795169496, 0.174707884855, 0.0350351897184, 1.0, 0.257831869107, 0.0597877977437, 0.210222213088, 0.061975068301, 0.0788333004861, 0.052442263352, 0.250039869229, 0.0730973884648, 0.169379728202, 0.212026047822, 0.134197217857, 0.0530973875644, 0.0576566358076, 0.212226238506, 0.234750460743, 0.146288102682, 0.138585527284, 0.135300965196, 0.0794552157705, 0.141073455695, 0.0197738929556, 0.105626818533, 0.0935663055629, 0.0892999532961, 0.0430730492254, 0.221675549261, 0.234437708061, 0.175082573365, 0.119993648897, 0.155009728756, 0.0765587618705, 0.10449885607, 0.101156107772, 0.0908248768188, 0.192183670018, 0.0864899964188, 0.0321818766944, 0.127855214194, 0.109354978338, 0.132169609609, 0.0790569415042, 0.0538027586849, 0.0346872967547, 0.0402911482013, 0.0456567592384, 0.0590249202328, 0.107877954778, 0.0654069940168, 0.0744529196913, 0.195860411092, 0.0982299486258, 0.132410224426, 0.103509833901, 0.175949512526, 0.112328730528, 0.159980547548, 0.216224991047, 0.0333217652839, 0.0469737302409, 0.153442238474, 0.0524722769671, 0.366962544007, 0.0850443793502, 0.0340004385884, 0.262874689844, 0.05689304715, 0.0456729237846, 0.143220036991, 0.00727008408628, 0.0627905433147, 0.0654069940168, 0.048220388609, 0.061868822489, 0.0475905785268, 0.0862439361864, 0.0534045869835, 0.0602524940256, 0.0583509628499, 0.0902006434642, 0.0265580336924, 0.276795718318, 0.0360374985078, 0.210105078816, 0.126522350351, 0.0440059656575, 0.0936281675899, 0.0, 0.0296226412985, 0.0924336321306, 0.038569460792, 0.0608302538275, 0.171246936313, 0.0412335808384, 0.0889825183002, 0.139737708651, 0.0421274174926, 0.0495013111833, 0.0391064164772, 0.0869483039513, 0.0904534033733, 0.0820233426908, 0.0338288618762, 0.0640242712221, 0.16637976945, 0.0620526826937, 0.0, 0.0305352408276, 0.15244113671, 0.0444949208315, 0.0905241530153, 0.237210208383, 0.222347031118, 0.067629040969, 0.202826673099, 0.0712838095264, 0.143739893644, 0.0354107115898, 0.109049951361, 0.116004042167
0.314253649223, 0.204103909877, 0.0937614461877, 0.0920013424934, 0.094341902023, 0.0861253877645, 0.067054554448, 0.0191086678742, 0.257831869107, 1.0, 0.048309742468, 0.347927868515, 0.104006286792, 0.0938110948256, 0.101698567236, 0.0454583791783, 0.0487279314458, 0.301096895798, 0.354635109461, 0.177108947915, 0.0772267617871, 0.0479187985183, 0.24930999743, 0.341429564481, 0.189495351034, 0.198839970348, 0.163988849673, 0.0808937786162, 0.316322772108, 0.0143799327136, 0.0597440149249, 0.0957643773748, 0.0746816229358, 0.0971028521376, 0.365401332124, 0.226081041582, 0.135537615975, 0.113819416234, 0.0797329389764, 0.222699667042, 0.0645944399499, 0.0635312946705, 0.094356419512, 0.366266123579, 0.120552756223, 0.0390054049634, 0.0664133035452, 0.147689134796, 0.109847007276, 0.0888507135633, 0.0569110393224, 0.0588588694747, 0.0468807230938, 0.0442698951419, 0.042923989893, 0.0743218109814, 0.0654020804462, 0.0595578612508, 0.0468767607287, 0.103904866693, 0.0213980246255, 0.0707121497708, 0.319884172125, 0.173585905904, 0.293178686476, 0.279542623126, 0.0242321905836, 0.0204960878979, 0.0730380907306, 0.0645764124203, 0.226154068829, 0.0360767232679, 0.0342356318161, 0.10977920166, 0.0853331597592, 0.0553569608448, 0.08332176167, 0.0317216200828, 0.037360161104, 0.083239011477, 0.029222282514, 0.0337440952999, 0.060565277028, 0.053758414929, 0.00970919546726, 0.0517833771766, 0.0339471007125, 0.0187415828197, 0.0515026202625, 0.275843022487, 0.013103560459, 0.168666730414, 0.081786082011, 0.0480029015964, 0.083218785742, 0.017334381132, 0.0689347862259, 0.0573342023292, 0.0467473495004, 0.0, 0.29473015982, 0.0428368657117, 0.0143799327136, 0.0646671390367, 0.0393889116661, 0.0251987743614, 0.0568777871786, 0.0695534177061, 0.0438529009654, 0.0704941058546, 0.0439302864287, 0.105535112334, 0.12564800849, 0.0833092311395, 0.0, 0.0333086693763, 0.0431114260244, 0.0231125081761, 0.0658308018677, 0.31913157717, 0.276841069251, 0.147543186483, 0.318703685376, 0.0583187354769, 0.0313590753753, 0.128756550656, 0.0720937250911, 0.11810433355
